"Mean_A","Mean_B","Radius_A","Radius_B","overlap","r","r_wuchs","t","t_wuchs","SGC","SSGC","p","p_GLK","sum_sims"
"068_Q1","068_Q2","M","M",215,0.41856353,0.67146163,6.74206204,13.22421041,0.71962617,0.04205607,1e-10,NA,2.713508841
"068_Q1","1DH_Q1","C","C",192,0.60144688,0.60534398,10.40434118,10.48300049,0.71727749,0.04188482,1.9e-09,NA,2.370921519
"068_Q1","BECRAA","M","B",165,0.21661985,0.5909736,2.84155753,9.35308166,0.70731707,0.04878049,1.097e-07,NA,2.233598836
"068_Q1","BECRKO","M","B",142,0.83286202,0.65375092,17.86817318,10.22226112,0.73049645,0.04964539,4.4e-08,NA,2.406473482
"068_Q1","ELT_Q1","M","M",144,0.80095974,0.76111487,15.99765194,13.98318096,0.74125874,0.05594406,7.9e-09,NA,2.900691706
"068_Q1","HOL_MBRU","C","H",100,0.61454194,0.68156732,7.75096718,9.22052924,0.72727273,0.04040404,6.1064e-06,NA,2.330892974
"068_Q1","HOL_MRBR","C","H",128,0.34176759,0.59430931,4.09830675,8.29495417,0.71653543,0.06299213,1.0584e-06,NA,2.140340157
"068_Q1","HOL_TMB12","M","H",79,0.60944149,0.71738444,6.78888845,9.03577727,0.73076923,0.05128205,4.57782e-05,NA,2.351731397
"068_Q1","HOL_TRRB","C","H",56,0.56828345,0.72854807,5.12194277,7.81570022,0.8,0.03636364,8.5983e-06,NA,2.310118092
"068_Q1","HORB3_Q1","C","M",233,0.18825694,0.58269451,2.91964817,10.89736063,0.70258621,0.0387931,7e-10,NA,2.375016783
"068_Q1","LANG_Q1","C","C",80,0.60038118,0.52136787,6.6727665,5.39601957,0.7721519,0.03797468,1.3123e-06,NA,1.833121727
"068_Q1","VFH_Q2","C","M",233,0.37708002,0.73510746,6.2012865,16.48005911,0.74568966,0.06896552,0,NA,3.128803031
"068_Q2","068_Q1","M","M",215,0.41856353,0.67146163,6.74206204,13.22421041,0.71962617,0.04205607,1e-10,NA,2.713508841
"068_Q2","ELT_Q1","M","C",144,0.42096206,0.70991487,5.54965798,12.011589,0.71328671,0.08391608,3.377e-07,NA,2.62436048
"068_Q3","VDMLR_Q2","M","C",89,0.3924021,0.62791099,4.00204706,7.52521593,0.76136364,0.04545455,9.409e-07,NA,2.141796223
"195_Q1","FLEV1_Q1","M","C",80,0.46761493,0.56527424,4.70200326,6.05206502,0.73417722,0.03797468,3.14334e-05,NA,1.904657962
"195_Q1","HOL_LKSB","M","H",103,0.47894704,0.61410161,5.51023767,7.8198605,0.70588235,0.04901961,3.20176e-05,NA,2.10197001
"195_Q1","HOL_MRBR","M","H",137,0.20416377,0.67147353,2.4321676,10.52836301,0.71323529,0.06617647,6.577e-07,NA,2.437545121
"195_Q1","HOL_TRRB","M","H",227,-0.01039256,0.65756644,-0.15624286,13.09203822,0.76548673,0.03982301,0,NA,2.732256992
"195_Q1","MAP_Q1","M","M",121,0.66434758,0.62074313,9.73686333,8.63697329,0.7,0.06666667,1.17713e-05,NA,2.184440459
"195_Q1","VALK_Q2","C","C",152,0.54021587,0.58867499,7.88838372,8.91889667,0.72847682,0.04635762,1.96e-08,NA,2.209041477
"195_Q1","VFH_Q2","M","M",169,0.16942065,0.59790842,2.22815316,9.6394993,0.70238095,0.04166667,1.552e-07,NA,2.2642393
"1AH_Q1","CUY_Q1","C","C",83,0.57722358,0.65532797,6.40101701,7.80829422,0.7195122,0.06097561,7.02212e-05,NA,2.155669592
"1AH_Q1","GENP_Q1","C","C",80,0.54583729,0.61233354,5.79014069,6.84035735,0.74683544,0.03797468,1.1448e-05,NA,2.043204715
"1DH_Q1","068_Q1","C","C",192,0.60144688,0.60534398,10.40434118,10.48300049,0.71727749,0.04188482,1.9e-09,NA,2.370921519
"1DH_Q1","HOL_PALZ","C","H",72,0.25305679,0.52796474,2.20403257,5.20127786,0.74647887,0.02816901,3.27091e-05,NA,1.794571396
"1GDGem","VRW_Q1","M","C",167,0.31385879,0.54951644,4.25899604,8.44860666,0.70481928,0.04216867,1.307e-07,NA,2.099196386
"1TN_Q1","HOL_MRBR","C","H",138,0.28446823,0.61018063,3.47310493,8.98170668,0.71532847,0.05839416,4.638e-07,NA,2.223679768
"1TN_Q1","HOL_TMB11","C","H",95,0.51969141,0.57315374,5.89754929,6.74514493,0.71276596,0.03191489,3.69633e-05,NA,1.960434193
"1TN_Q1","HOL_TRRB","C","H",111,0.49828446,0.62158785,6.02764652,8.28443674,0.73636364,0.05454545,7.122e-07,NA,2.186395164
"1TN_Q1","SILL_Q2","C","M",159,0.39246405,0.55734511,5.36352656,8.41102559,0.72151899,0.01265823,2.56e-08,NA,2.119966659
"1TN_Q1","VALK_Q2","C","M",207,0.34013543,0.62454454,5.19139088,11.44973195,0.73300971,0.05825243,0,NA,2.502527445
"1TN_Q1","VDM2W_Q1","C","C",255,0.57100345,0.5708097,11.08511283,11.05770173,0.70472441,0.06299213,1e-10,NA,2.381304283
"1TN_Q1","VEN_Q1","C","C",180,0.6947204,0.7228504,12.92226523,13.95653204,0.75418994,0.06145251,0,NA,2.872693544
"1TN_Q1","VNW_Q1","C","C",227,0.62363921,0.64119182,11.99335486,12.53338546,0.72566372,0.04867257,0,NA,2.620194086
"202_Q1","HOL_KORB","M","H",188,0.34731964,0.73786133,5.06482621,14.90932975,0.7540107,0.02673797,0,NA,2.982805005
"202_Q1","HOL_MB253","C","H",150,0.39793443,0.66066125,5.29467561,10.70662131,0.75167785,0.03355705,8e-10,NA,2.483001231
"202_Q1","HOL_TATE","C","H",183,0.3146548,0.66169771,4.47207938,11.87327269,0.73626374,0.02197802,2e-10,NA,2.585288719
"202_Q1","HOL_TMB12","C","H",142,0.31242277,0.68373816,3.90530184,11.08646689,0.70921986,0.07092199,6.74e-07,NA,2.501604709
"202_Q1","HOL_TRMB32","M","H",133,0.45697469,0.57705577,5.9025962,8.08701703,0.74242424,0.03030303,2.54e-08,NA,2.128181713
"202_Q1","METZ_Q3","C","C",75,0.59959361,0.68050625,6.44491999,7.93491536,0.74324324,0.04054054,2.85273e-05,NA,2.217241026
"202_Q1","STF_Q1","M","M",93,0.42561765,0.54443959,4.5114014,6.19172899,0.7173913,0.07608696,3.04215e-05,NA,1.881003789
"202_Q1","VFH_Q2","C","C",101,0.57800626,0.6286828,7.08312938,8.04374671,0.71,0.04,2.66915e-05,NA,2.143057471
"388_Q1","600_Q1","M","C",66,0.32084707,0.63896528,2.73114463,6.6451973,0.76923077,0.01538462,1.41697e-05,NA,2.07271578
"388_Q1","MEK_Q1","M","C",99,0.24807902,0.50735622,2.53510489,5.79861673,0.70408163,0.04081633,5.33123e-05,NA,1.791299523
"563_Q1","587_Q1","M","M",309,0.38702023,0.6759113,7.36621787,16.06946571,0.72402597,0.04545455,0,NA,3.006883841
"563_Q1","HOL_TMB12","C","H",170,0.23789518,0.62543151,3.18404872,10.38925583,0.71005917,0.07692308,4.72e-08,NA,2.374416263
"563_Q1","HOL_WEDW","M","H",182,0.4279446,0.53442847,6.37018599,8.48319222,0.70718232,0.02209945,2.48e-08,NA,2.089930012
"563_Q1","VRIG_Q1","C","M",96,0.48720121,0.54738677,5.43765684,6.34154615,0.70526316,0.05263158,6.29913e-05,NA,1.886804545
"563_Q1","ZWS6_Q1","M","M",319,0.56511568,0.60529695,12.21492561,13.53895617,0.70125786,0.04402516,0,NA,2.660450427
"585_Q2","600_Q1","M","C",67,0.35768701,0.57606512,3.11173035,5.6818741,0.74242424,0.01515152,8.18466e-05,NA,1.88667677
"587_Q1","563_Q1","M","M",309,0.38702023,0.6759113,7.36621787,16.06946571,0.72402597,0.04545455,0,NA,3.006883841
"600_Q1","388_Q1","C","M",66,0.32084707,0.63896528,2.73114463,6.6451973,0.76923077,0.01538462,1.41697e-05,NA,2.07271578
"600_Q1","585_Q2","C","M",67,0.35768701,0.57606512,3.11173035,5.6818741,0.74242424,0.01515152,8.18466e-05,NA,1.88667677
"600_Q1","MEK_Q1","M","C",104,0.38496865,0.62911109,4.23326426,8.17391577,0.72815534,0.05825243,3.6382e-06,NA,2.174658007
"600_Q1","NOVY_Q2","C","M",85,0.38860348,0.61313291,3.86541135,7.07094904,0.72619048,0.03571429,3.38127e-05,NA,2.046418294
"ABC_Q1","DIF_Q1","C","C",333,0.5967543,0.6293887,13.55066723,14.7353773,0.72891566,0.06626506,0,NA,2.83184209
"ALC_Q1","C5A_Q1","C","M",265,0.36947394,0.5484216,6.46036962,10.63607112,0.72727273,0.03030303,0,NA,2.339301442
"ALC_Q1","VDMM_Q1","C","C",177,0.50784928,0.57220863,7.82101554,9.23001346,0.71022727,0.03977273,2.43e-08,NA,2.205437246
"ALC_Q1","VEL_Q2","M","C",117,0.48808589,0.71384824,6.02299764,10.93126482,0.78448276,0.03448276,9e-10,NA,2.591457482
"ALC_Q1","VOW_Q1","C","M",78,0.49580645,0.53475893,5.00980929,5.51703499,0.75324675,0.01298701,8.8112e-06,NA,1.839709179
"ALC_Q3","RAT_Q1","C","C",72,0.47964833,0.57341889,4.60600479,5.85595895,0.73239437,0.05633803,8.98887e-05,NA,1.891409155
"ALC_Q3","WOS7_Q2","C","M",72,0.54447373,0.61566951,5.46964481,6.53684189,0.73239437,0.04225352,8.98887e-05,NA,2.001748069
"ALC_Q3","ZWS6_Q2","M","C",72,0.43841042,0.52730542,4.11016363,5.19227877,0.76056338,0.04225352,1.12783e-05,NA,1.807096677
"ATTO_Q1","HOL_TMB12","M","H",83,0.69342693,0.69588628,8.71479947,8.72096243,0.76829268,0.02439024,1.1799e-06,NA,2.336275203
"AZW_Q1","HRW_Q1","M","M",76,0.72277943,0.5806525,9.05751063,6.13517462,0.74666667,0.01333333,1.93387e-05,NA,1.940836632
"BAR_Q1","BHC_Q1","M","M",168,0.13008223,0.63909261,1.69543865,10.70577727,0.70658683,0.01197605,9.33e-08,NA,2.416257167
"BAR_Q1","BJG_Q1","C","M",242,0.31612008,0.506966,5.17276699,9.1115926,0.70539419,0.05394191,2e-10,NA,2.12351945
"BECRAA","068_Q1","B","M",165,0.21661985,0.5909736,2.84155753,9.35308166,0.70731707,0.04878049,1.097e-07,NA,2.233598836
"BECRAA","ELT_Q1","B","C",105,0.32969334,0.6150548,3.56134729,7.91661154,0.71153846,0.08653846,1.59925e-05,NA,2.118254414
"BECRKO","068_Q1","B","M",142,0.83286202,0.65375092,17.86817318,10.22226112,0.73049645,0.04964539,4.4e-08,NA,2.406473482
"BECRWE","VFH_Q1","B","C",170,0.34158907,0.53078439,4.72486104,8.1176354,0.72781065,0.04733728,3.2e-09,NA,2.07035858
"BGA_Q1","SWP_Q1","C","M",84,0.26695703,0.50131293,2.52368269,5.24645759,0.72289157,0.03614458,4.88049e-05,NA,1.748850259
"BHC_Q1","BAR_Q1","M","M",168,0.13008223,0.63909261,1.69543865,10.70577727,0.70658683,0.01197605,9.33e-08,NA,2.416257167
"BHC_Q1","F1B_Q1","C","C",115,0.55403589,0.57128685,7.10574877,7.39915805,0.71052632,0.03508772,6.937e-06,NA,2.021728975
"BHC_Q1","OSND_Q1","C","M",184,0.37716209,0.54795774,5.50900965,8.8371797,0.7431694,0.03278689,0,NA,2.17484511
"BJG_Q1","BAR_Q1","M","C",242,0.31612008,0.506966,5.17276699,9.1115926,0.70539419,0.05394191,2e-10,NA,2.12351945
"BOUX_Q1","TROY_Q1","M","M",193,0.23163127,0.50833188,3.29930614,8.15792207,0.72916667,0.03645833,2e-10,NA,2.053290757
"BSN_Q1","HOL_TRPB","M","H",68,0.58836233,0.52493266,5.95593459,5.01040275,0.74626866,0.04477612,5.54004e-05,NA,1.772241595
"C4A_Q1","FLEV1_Q1","C","C",68,0.61543728,0.7519163,6.39134939,9.26585864,0.76119403,0.02985075,1.90341e-05,NA,2.439696194
"C4A_Q1","HOL_KBMB","C","H",301,0.38452629,0.59985343,7.21491648,12.96376332,0.70666667,0.03,0,NA,2.602896432
"C4A_Q1","HOL_MBUF","C","H",124,0.3807134,0.76103648,4.5661808,12.95792329,0.80487805,0.03252033,0,NA,2.861706859
"C4A_Q1","HOL_MRBR","C","H",138,0.22625745,0.61619232,2.71878016,9.12393918,0.73722628,0.05109489,2.8e-08,NA,2.265812518
"C4A_Q1","HOL_TRRB","C","H",75,0.4855383,0.71402639,4.77772235,8.71372718,0.75675676,0.02702703,9.9891e-06,NA,2.342155868
"C4A_Q1","MMB_Q1","M","M",106,0.40405032,0.5356188,4.52620239,6.46834913,0.71428571,0,1.12545e-05,NA,1.896739423
"C4A_Q1","SILL_Q2","M","C",123,0.26738448,0.52136136,3.06495335,6.72065273,0.70491803,0.04098361,5.9887e-06,NA,1.898344663
"C4A_Q1","VFH_Q2","C","C",302,0.58865499,0.63305889,12.63357222,14.16464292,0.73754153,0.03322259,0,NA,2.787064712
"C4CRH_Q1","LRC_Q1","C","C",133,0.76050072,0.74888511,13.45601243,12.93403318,0.70454545,0.08333333,2.6004e-06,NA,2.746833878
"C5A_Q1","ALC_Q1","M","C",265,0.36947394,0.5484216,6.46036962,10.63607112,0.72727273,0.03030303,0,NA,2.339301442
"C5A_Q1","SPR_Q1","C","C",224,0.78229551,0.71771275,18.75425073,15.35699501,0.74439462,0.07174888,0,NA,2.997806871
"C5A_Q1","VDMWL_Q2","M","M",159,0.54992471,0.63173639,8.27625557,10.21130661,0.74683544,0.03797468,5e-10,NA,2.399702491
"C5A_Q1","VEL_Q2","C","C",117,0.66577832,0.67553246,9.61020687,9.82501211,0.70689655,0.03448276,8.3236e-06,NA,2.364930221
"C5A_Q1","VZS_Q1","M","M",136,0.62812566,0.65189927,9.37932007,9.95150236,0.74814815,0.05185185,8.1e-09,NA,2.395197656
"C5A_Q1","WOS7_Q2","M","M",220,0.53519215,0.55435589,9.37591571,9.83439394,0.70776256,0.02739726,8e-10,NA,2.245557844
"CAO_Q1","ZLF_Q1","C","C",243,0.42987188,0.56087022,7.40648128,10.51698038,0.71900826,0.0661157,0,NA,2.331576518
"CUY_Q1","1AH_Q1","C","C",83,0.57722358,0.65532797,6.40101701,7.80829422,0.7195122,0.06097561,7.02212e-05,NA,2.155669592
"CUY_Q1","STF_Q1","M","C",102,0.32310623,0.57884208,3.43121869,7.09852741,0.71287129,0.04950495,1.88022e-05,NA,2.001566111
"DAAH_Q1","FLOR_Q2","M","M",77,0.3564841,0.50196173,3.32628886,5.02620784,0.72368421,0.03947368,9.61659e-05,NA,1.728266724
"DAMP_Q1","SILL_Q2","M","M",188,0.53953394,0.58199706,8.76286503,9.76078515,0.72727273,0.02673797,5e-10,NA,2.285348305
"DAMP_Q1","VEND_Q1","M","C",220,0.35641228,0.5355654,5.64514342,9.36363154,0.71689498,0.0456621,1e-10,NA,2.188823534
"DEU_Q1","EMP_Q1","C","C",101,0.5035844,0.54965812,5.82888729,6.54668031,0.7,0.09,6.33425e-05,NA,1.904326151
"DEU_Q1","NEW_Q1","M","C",181,0.45332434,0.57428363,6.8233736,9.38536753,0.7,0.05555556,8.03e-08,NA,2.212820383
"DEU_Q1","OSND_Q1","C","M",59,0.46841711,0.62058829,4.0377231,5.97515653,0.75862069,0,8.17561e-05,NA,1.976724633
"DIF_Q1","ABC_Q1","C","C",333,0.5967543,0.6293887,13.55066723,14.7353773,0.72891566,0.06626506,0,NA,2.83184209
"DIF_Q1","VEL_Q1","M","M",109,0.07422844,0.51391121,0.77353859,6.19686422,0.72222222,0.02777778,3.8596e-06,NA,1.855819852
"DMN1_Q1","MEK_Q1","C","M",186,0.2646924,0.54730705,3.73336414,8.87053542,0.72432432,0.03243243,1e-09,NA,2.158684912
"DMN1_Q1","POM4_Q1","C","M",95,0.30055591,0.63293165,3.05526001,7.88389466,0.72340426,0.04255319,1.47782e-05,NA,2.144725376
"DMN1_Q3","VFH_Q2","C","C",216,0.66113343,0.67505554,12.92086901,13.38527265,0.73023256,0.04651163,0,NA,2.743815365
"ELT_Q1","068_Q1","M","M",144,0.80095974,0.76111487,15.99765194,13.98318096,0.74125874,0.05594406,7.9e-09,NA,2.900691706
"ELT_Q1","068_Q2","C","M",144,0.42096206,0.70991487,5.54965798,12.011589,0.71328671,0.08391608,3.377e-07,NA,2.62436048
"ELT_Q1","BECRAA","C","B",105,0.32969334,0.6150548,3.56134729,7.91661154,0.71153846,0.08653846,1.59925e-05,NA,2.118254414
"ELT_Q1","HOL_KBMB","C","H",144,0.57837921,0.65341022,8.47840217,10.28565387,0.72727273,0.06293706,5.46e-08,NA,2.409248337
"EMP_Q1","DEU_Q1","C","C",101,0.5035844,0.54965812,5.82888729,6.54668031,0.7,0.09,6.33425e-05,NA,1.904326151
"EMP_Q1","F1B_Q1","M","C",115,0.46950124,0.55461443,5.67756348,7.08518126,0.72807018,0.02631579,1.1146e-06,NA,1.991202736
"EMP_Q1","MAV_Q1","C","C",84,0.45777102,0.6166996,4.69084761,7.09408342,0.72289157,0.03614458,4.88049e-05,NA,2.048999512
"EMP_Q1","OSND_Q1","C","M",155,0.34855683,0.62377271,4.61488695,9.87152651,0.71428571,0.06493506,1.047e-07,NA,2.325211071
"F1B_Q1","BHC_Q1","C","C",115,0.55403589,0.57128685,7.10574877,7.39915805,0.71052632,0.03508772,6.937e-06,NA,2.021728975
"F1B_Q1","EMP_Q1","C","M",115,0.46950124,0.55461443,5.67756348,7.08518126,0.72807018,0.02631579,1.1146e-06,NA,1.991202736
"FLEV1_Q1","195_Q1","C","M",80,0.46761493,0.56527424,4.70200326,6.05206502,0.73417722,0.03797468,3.14334e-05,NA,1.904657962
"FLEV1_Q1","C4A_Q1","C","C",68,0.61543728,0.7519163,6.39134939,9.26585864,0.76119403,0.02985075,1.90341e-05,NA,2.439696194
"FLEV1_Q1","HOL_MBUF","C","H",63,0.44438548,0.84765636,3.90595603,12.47848853,0.83870968,0.03225806,9.61e-08,NA,2.934214893
"FLEV1_Q1","HOL_PALZ","C","H",80,0.43160258,0.82987598,4.25265636,13.13611242,0.75949367,0.03797468,3.9717e-06,NA,2.902980892
"FLEV1_Q1","OSH_Q1","C","C",80,0.41936356,0.57573332,4.10587064,6.21881794,0.73417722,0.02531646,3.14334e-05,NA,1.931792334
"FLEV1_Q1","SILL_Q2","C","M",80,0.58280378,0.71194598,6.37458892,8.95390228,0.72151899,0.02531646,8.22295e-05,NA,2.328855198
"FLEV1_Q1","VIGO_Q1","C","C",61,0.72394278,0.77454568,8.12865863,9.4058958,0.8,0.05,3.3585e-06,NA,2.51513526
"FLEV1_Q2","ILLA_Q1","C","C",150,0.63311285,0.59890601,9.98389292,9.09818963,0.73825503,0.0738255,6e-09,NA,2.246980003
"FLEV1_Q2","VIGN_Q1","M","C",63,0.37588378,0.5341267,3.19393317,4.93451734,0.75806452,0.03225806,4.8238e-05,NA,1.785642954
"FLOR_Q1","IALP_Q1","C","M",133,0.35202173,0.50033837,4.32100112,6.61404041,0.73484848,0.04545455,6.8e-08,NA,1.896590891
"FLOR_Q2","DAAH_Q1","M","M",77,0.3564841,0.50196173,3.32628886,5.02620784,0.72368421,0.03947368,9.61659e-05,NA,1.728266724
"FLOR_Q2","HOL_MBUF","M","H",102,0.47382468,0.62145415,5.40742135,7.93227036,0.72277228,0.02970297,7.5463e-06,NA,2.137453466
"GENP_Q1","1AH_Q1","C","C",80,0.54583729,0.61233354,5.79014069,6.84035735,0.74683544,0.03797468,1.1448e-05,NA,2.043204715
"HOK_Q1","POM3_Q1","M","M",147,0.57907923,0.52315894,8.5824696,7.39193638,0.70547945,0.02054795,6.848e-07,NA,1.967832028
"HOK_Q1","VDM2W_Q1","C","M",83,0.3243698,0.53461187,3.10519,5.69343254,0.7195122,0.03658537,7.02212e-05,NA,1.823467324
"HOL_AAHO","HOL_KMBQ","H","H",122,0.32115421,0.5916217,3.73030195,8.03865634,0.75206612,0.0661157,2.93e-08,NA,2.147553454
"HOL_AAHO","HOL_TRRB","H","H",101,0.15842218,0.53383623,1.60448405,6.28155102,0.7,0.04,6.33425e-05,NA,1.861991332
"HOL_AAHO","ZWS6_Q1","H","C",187,0.42593547,0.60649226,6.42051679,10.37516872,0.7311828,0.03225806,3e-10,NA,2.375191932
"HOL_GKZB","HOL_KORH","H","H",75,0.01512635,0.53991249,0.13013666,5.48045426,0.75675676,0.01351351,9.9891e-06,NA,1.844714676
"HOL_KBMB","C4A_Q1","H","C",301,0.38452629,0.59985343,7.21491648,12.96376332,0.70666667,0.03,0,NA,2.602896432
"HOL_KBMB","ELT_Q1","H","C",144,0.57837921,0.65341022,8.47840217,10.28565387,0.72727273,0.06293706,5.46e-08,NA,2.409248337
"HOL_KBMB","HOL_MBUF","H","H",124,0.72334628,0.63684986,11.61834526,9.12366726,0.72357724,0.02439024,7.079e-07,NA,2.272793826
"HOL_KBMB","HOL_TRRB","H","H",87,0.10765153,0.66912327,1.0041547,8.30115022,0.76744186,0.04651163,7.038e-07,NA,2.266680152
"HOL_KBMB","VFH_Q2","H","C",313,0.40948669,0.64786564,7.92814809,14.99857635,0.70192308,0.04166667,0,NA,2.849646355
"HOL_KMBQ","HOL_AAHO","H","H",122,0.32115421,0.5916217,3.73030195,8.03865634,0.75206612,0.0661157,2.93e-08,NA,2.147553454
"HOL_KORB","202_Q1","H","M",188,0.34731964,0.73786133,5.06482621,14.90932975,0.7540107,0.02673797,0,NA,2.982805005
"HOL_KORB","HOL_MB253","H","H",105,0.59283562,0.61064645,7.50724497,7.82593561,0.70192308,0.02884615,3.81448e-05,NA,2.095163091
"HOL_KORH","HOL_GKZB","H","H",75,0.01512635,0.53991249,0.13013666,5.48045426,0.75675676,0.01351351,9.9891e-06,NA,1.844714676
"HOL_KORH","HOL_LKBB","H","H",85,0.17696173,0.57718757,1.6478885,6.43932685,0.71428571,0,8.5683e-05,NA,1.935405965
"HOL_KORH","WOS7_Q1","H","C",85,0.32938441,0.54944783,3.19727924,5.99107134,0.71428571,0,8.5683e-05,NA,1.862840674
"HOL_LKBB","HOL_KORH","H","H",85,0.17696173,0.57718757,1.6478885,6.43932685,0.71428571,0,8.5683e-05,NA,1.935405965
"HOL_LKBB","HOL_MBRU","H","H",100,0.64967054,0.68243278,8.50303237,9.24243121,0.72727273,0.02020202,6.1064e-06,NA,2.333948631
